學生代碼,學校代碼,教師代碼_國文,教師代碼_英文,教師代碼_數學,班級代碼_國文,班級代碼_英文,班級代碼_數學,班級代碼,每周作業頻率_國文,每周作業頻率標準化_國文,每周作業頻率_英文,每周作業頻率標準化_英文,每周作業頻率_數學,每周作業頻率標準化_數學,作業頻率標準化平均值,作業類型_做習題_國文,做習題標準化_國文,作業類型_作文練習_國文,作文練習標準化_國文,作業類型_剪報或蒐集資料_國文,剪報或蒐集資料標準化_國文,作業類型_聽演講、參觀展覽或看表演_國文,聽演講、參觀展覽或看表演標準化_國文,作業類型_分組專題活動_國文,分組專題活動標準化_國文,作業類型_做習題_英文,做習題標準化_英文,作業類型_作文練習_英文,作文練習標準化_英文,作業類型_剪報或蒐集資料_英文,剪報或蒐集資料標準化_英文,作業類型_聽演講、參觀展覽或看表演_英文,聽演講、參觀展覽或看表演標準化_英文,作業類型_分組專題活動_英文,分組專題活動標準化_英文,作業類型_做習題_數學,做習題標準化_數學,作業類型_作文練習_數學,作文練習標準化_數學,作業類型_剪報或蒐集資料_數學,剪報或蒐集資料標準化_數學,作業類型_聽演講、參觀展覽或看表演_數學,聽演講、參觀展覽或看表演標準化_數學,作業類型_分組專題活動_數學,分組專題活動標準化_數學,作業經常次數_國文,作業經常次數_英文,作業經常次數_數學,綜合分析能力測驗答對題數,一般分析能力測驗答對題數,數學分析能力測驗答對題數,跟得上進度_國文,用功程度_國文,作業表現_國文,跟得上進度_英文,用功程度_英文,作業表現_英文,跟得上進度_數學,用功程度_數學,作業表現_數學
13948,344,14,,,4112,,,3433,1,1.5,,,,,1.5,1,1,2,0.66,3,0.33,2,0.66,2,0.66,,,,,,,,,,,,,,,,,,,,,1,,,23,7,10,3,3,4,99,99,99,99,99,99
14611,344,13,15,10,4172,4400,4754,2527,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,4,0,4,0,1,1,4,0,4,0,4,0,4,0,0,1,1,23,9,9,2,2,3,2,2,4,3,2,4
14966,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,20,9,6,2,2,4,2,3,3,3,4,4
15085,344,12,15,4,4069,4400,4822,3433,1,1.5,1,1.5,1,1.5,1.5,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,5,,3,0.33,1,1,1,20,8,11,2,3,4,3,3,3,3,3,4
15197,344,13,15,10,4172,4400,4754,2527,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,4,0,4,0,1,1,4,0,4,0,4,0,4,0,0,1,1,20,4,6,2,3,3,3,3,3,4,4,4
15350,344,13,15,10,4172,4400,4754,2527,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,4,0,4,0,1,1,4,0,4,0,4,0,4,0,0,1,1,19,9,6,2,4,4,3,4,3,4,3,4
15631,344,13,2,,4172,4303,,2527,1,1.5,6,0,,,0.75,2,0.66,2,0.66,3,0.33,5,,5,,1,1,3,0.33,3,0.33,5,,5,,,,,,,,,,,,0,1,,45,20,21,2,1,4,3,2,3,99,99,99
15924,344,9,2,3,4074,4303,4839,2521,1,1.5,6,0,4,7.5,3,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,5,,5,,1,1,4,0,4,0,2,0.66,4,0,1,1,1,23,8,10,3,2,4,3,2,4,,,
17142,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,18,8,8,3,3,3,4,4,2,3,4,3
17237,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,15,8,7,3,2,4,4,,2,4,4,1
17360,344,12,15,4,4069,4400,4822,3433,1,1.5,1,1.5,1,1.5,1.5,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,5,,3,0.33,1,1,1,20,6,8,2,3,3,2,2,4,3,2,4
17369,344,12,15,4,4069,4400,4822,3433,1,1.5,1,1.5,1,1.5,1.5,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,5,,3,0.33,1,1,1,37,13,24,2,2,4,2,1,4,1,1,4
17430,344,5,6,3,4113,4498,4839,3015,3,5.5,1,1.5,4,7.5,4.833333333,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,3,0.33,3,0.33,5,,5,,1,1,4,0,4,0,2,0.66,4,0,1,1,1,50,17,24,2,1,4,2,2,4,,,3
17922,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,55,20,26,2,4,3,3,4,3,3,4,3
18083,344,12,15,4,4069,4400,4822,3433,1,1.5,1,1.5,1,1.5,1.5,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,5,,3,0.33,1,1,1,21,6,10,4,4,1,3,4,2,3,4,3
18148,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,16,8,7,2,3,4,3,4,3,4,4,1
18169,344,9,2,3,4074,4303,4839,2521,1,1.5,6,0,4,7.5,3,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,5,,5,,1,1,4,0,4,0,2,0.66,4,0,1,1,1,16,5,4,3,2,4,2,3,3,4,4,1
18225,344,8,15,7,4159,4400,4708,3015,1,1.5,1,1.5,1,1.5,1.5,1,1,2,0.66,3,0.33,4,0,3,0.33,1,1,3,0.33,3,0.33,4,0,4,0,2,0.66,5,,5,,5,,5,,1,1,0,11,4,6,2,2,4,2,2,3,3,3,3
18412,344,5,6,3,4113,4498,4839,3015,3,5.5,1,1.5,4,7.5,4.833333333,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,3,0.33,3,0.33,5,,5,,1,1,4,0,4,0,2,0.66,4,0,1,1,1,43,12,19,2,2,3,2,2,4,2,2,4
18525,344,12,15,4,4069,4400,4822,3433,1,1.5,1,1.5,1,1.5,1.5,1,1,3,0.33,4,0,4,0,4,0,1,1,3,0.33,3,0.33,4,0,4,0,1,1,5,,5,,5,,3,0.33,1,1,1,32,12,19,2,3,4,2,2,4,2,2,4
42,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,20,5,7,2,3,3,4,3,4,3,3,4
474,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,15,8,3,4,4,1,3,3,3,3,3,4
1146,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,22,8,7,3,3,3,2,3,3,2,2,4
2678,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,30,12,11,2,2,3,3,3,2,2,3,3
2746,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,21,10,9,2,2,4,2,3,4,2,3,4
2833,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,25,12,8,2,2,4,3,3,4,3,2,4
2898,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,29,13,11,3,3,3,3,3,4,4,3,4
3062,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,45,18,24,3,3,1,4,4,3,2,3,2
3441,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,16,7,5,4,4,1,4,4,3,4,4,2
3473,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,23,12,12,3,3,3,4,4,3,4,4,3
3713,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,39,12,15,2,2,2,2,1,4,2,3,4
3815,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,40,14,21,3,3,1,2,2,4,2,2,3
4020,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,28,10,13,2,2,4,1,1,4,4,4,4
4804,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,46,19,21,2,2,3,2,3,4,2,2,3
4953,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,22,7,7,3,2,2,2,,3,3,3,4
5182,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,21,7,10,4,,3,4,3,1,2,2,4
5333,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,25,6,14,3,4,3,4,4,3,2,2,4
5414,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,17,8,9,2,4,4,3,2,4,3,3,4
5447,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,39,13,24,2,3,3,3,2,4,2,3,3
5553,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,16,7,5,3,4,3,3,3,4,3,3,4
6762,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,21,6,8,3,3,2,3,4,4,2,2,4
6830,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,44,15,19,3,3,4,2,3,3,2,1,4
7039,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,23,9,9,2,2,4,3,3,4,3,2,4
7567,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,35,9,17,2,2,4,2,2,4,2,3,4
7613,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,34,10,16,2,2,4,2,1,4,2,2,3
8407,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,24,8,12,3,3,3,2,2,4,3,3,4
8875,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,16,7,8,2,3,4,3,3,4,2,2,4
9215,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,29,14,11,3,4,1,3,3,4,4,4,4
9293,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,39,18,17,2,3,2,2,3,4,2,3,3
9928,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,21,4,10,3,3,1,4,3,3,3,3,3
9936,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,23,9,9,3,3,3,2,3,4,2,2,4
10073,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,17,5,8,2,3,4,2,2,4,4,4,4
10088,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,27,13,10,2,2,2,2,3,4,2,2,4
10918,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,30,12,15,2,2,4,2,2,4,2,2,4
11200,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,42,18,21,2,2,4,4,4,3,3,3,3
11339,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,37,9,13,2,2,2,2,3,1,2,2,4
11375,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,22,10,11,2,3,3,2,3,3,4,,4
11391,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,23,6,8,2,2,4,1,2,4,2,2,4
11708,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,42,15,21,2,2,4,2,2,4,2,3,3
12275,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,29,12,11,2,2,4,2,2,3,2,1,4
12283,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,28,11,12,2,3,3,2,3,4,3,3,3
12757,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,17,5,10,2,4,3,2,3,2,3,3,3
12888,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,17,0,10,2,2,3,2,2,3,2,3,3
13164,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,28,8,14,2,3,2,1,2,4,2,3,3
13644,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,29,12,13,3,4,2,2,2,4,2,2,4
14182,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,20,10,5,3,3,4,3,3,4,3,3,4
14223,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,30,15,13,3,3,3,3,3,4,3,3,4
14543,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,28,6,15,3,3,3,2,2,3,3,3,4
14840,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,32,11,11,2,1,4,2,1,4,2,1,4
14990,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,24,9,9,3,4,99,2,3,3,2,2,3
15305,345,12,6,9,2757,2757,2757,2757,1,1.5,1,1.5,1,1.5,1.5,2,0.66,1,1,2,0.66,3,0.33,3,0.33,1,1,5,,3,0.33,5,,4,0,1,1,5,,5,,5,,5,,1,1,1,20,6,7,3,3,99,2,3,4,2,2,4
15312,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,21,6,11,2,2,4,2,1,4,2,1,4
16052,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,32,16,18,2,2,4,1,2,4,2,2,4
16472,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,21,10,7,3,2,3,4,4,2,4,4,3
16562,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,43,17,20,2,2,4,2,2,4,2,2,3
17448,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,8,7,2,3,4,3,3,3,3,3,4,4
17794,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,38,14,22,3,3,1,3,2,4,2,2,3
18050,345,3,8,1,2747,2747,2747,2747,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,4,0,4,0,4,0,3,0.33,1,0,1,38,14,17,2,2,4,2,2,4,2,2,4
18397,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,18,5,10,2,2,3,2,1,4,2,3,4
18465,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,15,4,5,3,4,3,3,4,3,3,3,3
18596,345,4,10,9,3841,3841,3841,3841,1,1.5,1,1.5,1,1.5,1.5,2,0.66,2,0.66,3,0.33,4,0,3,0.33,2,0.66,4,0,4,0,4,0,4,0,1,1,5,,5,,5,,5,,0,0,1,15,5,4,3,4,3,2,2,4,4,4,4
18933,345,2,5,15,2588,2588,2588,2588,1,1.5,2,3.5,1,1.5,2.166666667,1,1,2,0.66,5,,5,,5,,1,1,3,0.33,2,0.66,3,0.33,3,0.33,1,1,5,,5,,5,,4,0,1,1,1,18,10,7,3,2,4,2,3,4,4,3,
19714,345,11,7,14,3436,3436,3436,3436,2,3.5,1,1.5,2,3.5,2.833333333,1,1,2,0.66,3,0.33,2,0.66,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,3,0.33,4,0,3,0.33,1,1,1,11,1,5,3,4,1,4,4,1,3,3,3
335,346,12,9,8,2463,2463,2463,2463,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,2,0.66,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,3,0.33,1,1,1,29,11,11,2,2,4,2,2,4,3,2,3
498,346,11,3,,3794,3794,,3794,1,1.5,1,1.5,,,1.5,2,0.66,3,0.33,2,0.66,4,0,3,0.33,1,1,5,,5,,5,,5,,,,,,,,,,,,0,1,,41,17,24,2,2,3,1,2,4,99,99,99
762,346,7,2,,3069,3069,,3069,1,1.5,2,3.5,,,2.5,1,1,2,0.66,2,0.66,2,0.66,2,0.66,1,1,4,0,3,0.33,4,0,4,0,,,,,,,,,,,1,1,,47,14,22,1,1,4,1,,3,99,99,99
1355,346,6,2,10,3467,3467,3467,3467,2,3.5,2,3.5,2,3.5,3.5,1,1,3,0.33,2,0.66,4,0,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,5,,1,1,1,37,14,17,2,2,4,3,2,3,2,2,4
3035,346,6,2,10,3467,3467,3467,3467,2,3.5,2,3.5,2,3.5,3.5,1,1,3,0.33,2,0.66,4,0,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,5,,1,1,1,39,15,21,2,2,4,3,,3,2,2,4
3859,346,12,9,8,2463,2463,2463,2463,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,2,0.66,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,3,0.33,1,1,1,56,20,26,1,1,4,1,2,3,1,2,4
3894,346,6,2,10,3467,3467,3467,3467,2,3.5,2,3.5,2,3.5,3.5,1,1,3,0.33,2,0.66,4,0,3,0.33,1,1,4,0,3,0.33,4,0,4,0,1,1,5,,5,,5,,5,,1,1,1,33,13,17,2,2,4,2,2,4,2,2,4
4599,346,12,9,8,2463,2463,2463,2463,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,2,0.66,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,3,0.33,1,1,1,23,10,10,2,2,3,2,2,3,3,3,3
4670,346,12,9,8,2463,2463,2463,2463,1,1.5,2,3.5,2,3.5,2.833333333,1,1,2,0.66,2,0.66,3,0.33,2,0.66,1,1,3,0.33,3,0.33,3,0.33,3,0.33,1,1,5,,5,,5,,3,0.33,1,1,1,34,13,16,2,3,3,2,3,3,2,3,3
